12508,-0.0141
12598,-0.0117
12598,-0.0104
13010,-0.0016
13317,0.0095
13407,0.0083
13692,0.0196
13723,0.0166
13822,0.0158
14049,0.0149
14052,0.0172
14061,0.0179
14089,0.0178
14123,0.0187
14143,0.0181
14473,0.0186
14479,0.0136
14496,0.0148
14509,0.0172
14832,0.0166
14856,0.0139
14857,0.0153
14967,0.0114
14967,0.0121
14967,0.0121
14967,0.0121
14968,0.0123
15159,0.0075
15234,0.0101
15247,0.0071
15312,0.0051
15515,-0.0023
15515,-0.0023
15516,0.0009
15516,0.0009
15517,0.0008
15517,0.0008
15518,0.0001
15518,0.0001
15519,0.0006
15519,0.0006
15520,0.0029
15520,0.0029
15524,-0.0047
15524,-0.0047
15528,-0.0028
15528,-0.0028
15530,-0.0045
15530,-0.0045
15532,-0.0003
15532,-0.0003
15534,0.004
15534,0.004
15547,-0.0011
15547,-0.0011
15548,-0.002
15548,-0.002
15550,-0.0021
15550,-0.0021
15551,-0.003
15551,-0.003
15552,-0.0021
15552,-0.0021
15553,-0.0009
15553,-0.0009
15557,-0.0023
15557,-0.0023
15558,-0.0023
15558,-0.0023
15559,0.0001
15559,0.0001
15560,-0.0005
15560,-0.0005
15561,0.0027
15561,0.0027
15562,0.001
15562,0.001
15563,-0.0008
15563,-0.0008
15564,-0.0003
15564,-0.0003
15565,-0.0004
15565,-0.0004
15566,-0.0006
15566,-0.0006
15567,-0.0013
15567,-0.0013
15568,-0.001
15568,-0.001
15569,-0.0007
15569,-0.0007
15570,-0.0019
15570,-0.0019
15571,-0.0021
15571,-0.0021
15572,-0.0027
15572,-0.0027
15573,-0.0018
15573,-0.0016
15573,-0.0016
15574,-0.0007
15574,-0.0007
15575,-0.0021
15575,-0.0021
15576,-0.0022
15576,-0.0022
15577,-0.0006
15577,-0.0006
15585,-0.0023
15594,-0.0031
15594,-0.0031
15595,-0.0024
15595,-0.0024
15596,-0.0014
15596,-0.0014
15597,-0.002
15597,-0.002
15600,-0.0021
15600,-0.0021
15601,-0.0023
15601,-0.0023
15602,-0.0021
15602,-0.0021
15605,-0.0014
15605,-0.0014
15606,-0.0004
15606,-0.0004
15607,0.0003
15607,0.0003
15608,0.0002
15608,0.0002
15609,-0.0015
15609,-0.0015
15610,-0.0021
15610,-0.0021
15611,-0.0014
15611,-0.0014
15612,-0.0016
15612,-0.0016
15615,-0.0036
15615,-0.0036
15618,-0.0036
15618,-0.0036
15619,-0.0028
15619,-0.0028
15620,-0.0045
15620,-0.0045
15621,-0.001
15621,-0.001
15628,-0.0021
15634,-0.0005
15634,-0.0005
15635,-0.003
15635,-0.003
15641,-0.0051
15641,-0.0051
15651,-0.0033
15651,-0.0033
15652,-0.0032
15652,-0.0032
15653,-0.0031
15653,-0.0031
15655,-0.0054
15655,-0.0054
15658,-0.0048
15658,-0.0048
15906,-0.0094
15929,-0.0095
15961,-0.0109
15961,-0.0106
15993,-0.0133
16003,-0.0144
16017,-0.0104
16040,-0.0113
16365,-0.0171
16378,-0.0178
16635,-0.0203
16701,-0.02
16720,-0.0187
17062,-0.0145
17064,-0.0151
17083,-0.0137
17458,-0.0034
17464,-0.0035
17476,-0.0043
17751,0.003
17778,0.0058
17818,0.0015
17818,0.0052
17827,0.0046
17859,0.0082
18185,0.0121
18204,0.0124
18473,0.0153
18475,0.0163
18501,0.0153
18512,0.0141
18512,0.0156
18512,0.0158
18547,0.0155
18580,0.0165
18643,0.0157
18829,0.018
18835,0.0161
18927,0.0166
18944,0.0151
19270,0.0122
19335,0.0129
19336,0.0137
19339,0.0125
19342,0.012
19348,0.0121
19348,0.0121
19606,0.0061
19651,0.0074
19660,0.0061
19685,0.0058
20274,-0.0043
20275,-0.0062
