2458125.54645,7.39300
2458125.54607,7.42700
2458125.54568,7.39500
2458125.54530,7.39800
2458125.54491,7.40500
2458125.54452,7.41000
2458125.54376,7.44300
2458125.54336,7.38500
2458125.54298,7.43200
2458125.54260,7.38900
2458125.54221,7.44500
2458125.54182,7.42700
2458125.54143,7.43800
2458125.54105,7.40600
2458125.54067,7.44900
2458125.54027,7.42200
2458125.53989,7.43600
2458125.53951,7.44400
2458125.53912,7.47600
2458125.53873,7.44600
2458125.53835,7.41800
2458125.53796,7.45800
2458125.53758,7.43800
2458125.53719,7.44600
2458125.53680,7.42500
2458125.53642,7.44200
2458125.53604,7.45700
2458125.53564,7.42600
2458125.53526,7.45800
2458125.53488,7.44000
2458125.53410,7.43200
2458125.53372,7.44200
2458125.53333,7.49600
2458125.53295,7.46800
2458125.53255,7.46700
2458125.53217,7.48400
2458125.53179,7.46600
2458125.53140,7.46700
2458125.53101,7.46400
2458125.53063,7.47500
2458125.53024,7.47200
2458125.52986,7.47400
2458125.52947,7.49200
2458125.52908,7.50500
2458125.52870,7.51800
2458125.52832,7.48000
2458125.52792,7.47800
2458125.52754,7.52200
2458125.52716,7.49300
2458125.52677,7.49400
2458125.52638,7.48600
2458125.52600,7.46400
2458125.52561,7.49600
2458125.52523,7.49000
2458125.52445,7.49800
2458125.52407,7.50100
2458125.52369,7.48900
2458125.52329,7.50300
2458125.52291,7.49000
2458125.52253,7.51300
2458125.52214,7.50500
2458125.52175,7.51400
2458125.52137,7.51600
2458125.52098,7.50800
2458125.52060,7.54700
2458125.52020,7.49400
2458125.51982,7.53600
2458125.51944,7.51400
2458125.51905,7.52500
2458125.51866,7.55600
2458125.51828,7.54800
2458125.51789,7.54900
2458125.51751,7.55000
2458125.51712,7.53600
2458125.51673,7.55600
2458125.51635,7.54800
2458125.51597,7.58500
2458125.51557,7.57200
2458125.51481,7.58700
2458125.51442,7.57300
2458125.51403,7.55000
2458125.51365,7.57200
2458125.51326,7.58300
2458125.51288,7.56800
2458125.51249,7.59700
2458125.51210,7.58800
2458125.51172,7.60500
2458125.51134,7.60400
2458125.51094,7.60500
2458125.51056,7.59100
2458125.51018,7.61700
2458125.50979,7.61000
2458125.50940,7.62800
2458125.50901,7.59400
2458125.50863,7.62500
2458125.50825,7.61200
2458125.50785,7.65300
2458125.50747,7.64100
2458125.50709,7.63400
2458125.50670,7.63200
2458125.50631,7.68100
2458125.50593,7.62400
2458125.50516,7.63700
2458125.50477,7.66000
2458125.50438,7.63800
2458125.50400,7.65300
2458125.50362,7.64300
2458125.50322,7.68800
2458125.50284,7.69900
2458125.50246,7.68800
2458125.50207,7.66800
2458125.50168,7.67900
2458125.50130,7.67900
2458125.50091,7.68800
2458125.50053,7.69100
2458125.50013,7.66800
2458125.49975,7.70200
2458125.49937,7.70800
2458125.49898,7.67100
2458125.49859,7.71500
2458125.49821,7.66800
2458125.49782,7.68900
