2458234.4629166666,14.150,14.281,13.849,14.435,14.978,10.556
2458234.4632638888,14.111,14.312,13.879,14.383,15.011,10.576
2458234.4635995370,14.156,14.325,13.838,14.400,14.975,10.530
2458234.4639351852,14.143,14.296,13.852,14.477,14.893,10.568
2458234.4642824074,14.112,14.377,13.853,14.425,14.896,10.583
2458234.4646064811,14.132,14.380,13.865,14.407,14.848,10.555
2458234.4649537033,14.110,14.332,13.901,14.380,14.920,10.594
2458234.4653009255,14.121,14.306,13.862,14.423,14.977,10.571
2458234.4656365737,14.146,14.290,13.878,14.411,14.929,10.587
2458234.4659837959,14.118,14.304,13.896,14.432,14.883,10.587
2458234.4663194441,14.141,14.349,13.847,14.432,14.887,10.573
2458234.4666550923,14.127,14.328,13.878,14.411,14.904,10.591
2458234.4670023145,14.167,14.300,13.860,14.427,14.892,10.586
2458234.4673379627,14.158,14.357,13.858,14.389,14.877,10.585
2458234.4676736109,14.134,14.311,13.885,14.396,14.921,10.590
2458234.4680208331,14.137,14.317,13.887,14.365,14.954,10.579
2458234.4683564813,14.130,14.315,13.870,14.441,14.892,10.564
2458234.4687037035,14.110,14.386,13.876,14.434,14.815,10.577
2458234.4690393517,14.190,14.321,13.840,14.394,14.916,10.563
2458234.4693749999,14.169,14.317,13.875,14.437,14.809,10.575
2458234.4697222221,14.138,14.338,13.854,14.425,14.905,10.614
2458234.4700578703,14.140,14.378,13.859,14.387,14.881,10.598
2458234.4703935185,14.145,14.328,13.855,14.346,15.041,10.595
2458234.4707291666,14.169,14.304,13.873,14.436,14.835,10.584
2458234.4710648148,14.150,14.339,13.856,14.405,14.903,10.588
2458234.4714004630,14.093,14.290,13.882,14.465,14.945,10.578
2458234.4717476852,14.089,14.296,13.886,14.445,14.966,10.570
2458234.4720833329,14.182,14.332,13.868,14.426,14.794,10.599
2458234.4724189811,14.181,14.309,13.861,14.394,14.899,10.591
2458234.4727546293,14.172,14.312,13.880,14.380,14.883,10.585
2458234.4730902775,14.147,14.278,13.899,14.404,14.909,10.579
2458234.4734259257,14.163,14.300,13.886,14.424,14.839,10.585
2458234.4737615739,14.150,14.328,13.856,14.399,14.931,10.601
2458234.4740972221,14.158,14.315,13.853,14.430,14.896,10.607
2458234.4744444443,14.192,14.341,13.850,14.368,14.894,10.574
2458234.4747800925,14.175,14.348,13.844,14.410,14.863,10.606
2458234.4751273147,14.171,14.349,13.892,14.366,14.820,10.592
2458234.4754745369,14.155,14.280,13.874,14.455,14.874,10.600
2458234.4758101851,14.143,14.287,13.870,14.410,14.964,10.586
2458234.4761574073,14.142,14.329,13.867,14.377,14.953,10.597
2458234.4764930555,14.150,14.296,13.883,14.436,14.861,10.603
2458234.4768402777,14.135,14.348,13.867,14.382,14.927,10.593
2458234.4771759259,14.168,14.332,13.887,14.365,14.864,10.644
2458234.4775231481,14.150,14.339,13.866,14.434,14.836,10.609
2458234.4778703703,14.178,14.331,13.872,14.325,14.954,10.617
2458234.4782060185,14.154,14.345,13.911,14.291,14.936,10.640
2458234.4785416666,14.207,14.324,13.865,14.322,14.933,10.631
2458234.4788773148,14.183,14.362,13.860,14.338,14.901,10.618
2458234.4792129630,14.179,14.365,13.886,14.281,14.936,10.658
2458234.4795601852,14.226,14.360,13.881,14.254,14.914,10.631
2458234.4799074074,14.233,14.326,13.907,14.268,14.865,10.662
2458234.4802430556,14.214,14.341,13.872,14.311,14.890,10.657
2458234.4805671293,14.221,14.334,13.896,14.269,14.902,10.639
2458234.4809027775,14.175,14.354,13.916,14.298,14.855,10.648
2458234.4812384257,14.173,14.342,13.891,14.284,14.970,10.658
2458234.4815856479,14.190,14.339,13.916,14.287,14.870,10.675
2458234.4819212961,14.205,14.331,13.882,14.289,14.937,10.655
2458234.4822685183,14.174,14.345,13.890,14.290,14.952,10.661
2458234.4826041665,14.202,14.331,13.871,14.300,14.953,10.675
2458234.4829398147,14.165,14.327,13.894,14.359,14.870,10.661
2458234.4832754629,14.183,14.327,13.907,14.308,14.891,10.663
2458234.4836111111,14.172,14.346,13.894,14.287,14.949,10.647
2458234.4839467593,14.150,14.336,13.919,14.333,14.866,10.664
2458234.4842939815,14.192,14.371,13.893,14.270,14.900,10.682
2458234.4846296296,14.199,14.385,13.871,14.264,14.931,10.640
2458234.4849768518,14.179,14.367,13.891,14.260,14.957,10.669
2458234.4853125000,14.181,14.360,13.886,14.287,14.925,10.679
2458234.4856597222,14.165,14.358,13.891,14.250,15.023,10.666
2458234.4859953704,14.207,14.308,13.889,14.299,14.938,10.657
2458234.4863310182,14.176,14.337,13.879,14.319,14.939,10.681
2458234.4866666663,14.160,14.316,13.897,14.324,14.953,10.660
2458234.4869907405,14.162,14.346,13.887,14.289,14.983,10.671
2458234.4873379627,14.170,14.311,13.934,14.285,14.916,10.675
2458234.4876736109,14.157,14.259,13.930,14.301,15.021,10.677
2458234.4881712962,14.167,14.308,13.867,14.405,14.894,10.663
2458234.4885069444,14.205,14.273,13.858,14.421,14.881,10.658
2458234.4888425926,14.187,14.293,13.886,14.417,14.815,10.657
2458234.4891782408,14.194,14.322,13.887,14.385,14.803,10.679
2458234.4895138890,14.189,14.298,13.895,14.383,14.832,10.658
2458234.4898611112,14.204,14.311,13.837,14.415,14.879,10.687
2458234.4902083334,14.229,14.284,13.876,14.387,14.826,10.675
2458234.4905439815,14.128,14.313,13.896,14.355,14.972,10.639
2458234.4908796293,14.202,14.313,13.868,14.352,14.901,10.672
2458234.4912152775,14.180,14.333,13.852,14.401,14.876,10.682
2458234.4915509257,14.192,14.286,13.869,14.397,14.892,10.670
2458234.4918865738,14.253,14.282,13.866,14.352,14.868,10.684
2458234.4922337960,14.210,14.330,13.848,14.387,14.853,10.672
2458234.4925694442,14.211,14.271,13.840,14.385,14.981,10.657
2458234.4929050924,14.183,14.268,13.879,14.384,14.938,10.659
2458234.4932407406,14.160,14.282,13.888,14.393,14.919,10.708
2458234.4935763888,14.198,14.295,13.863,14.448,14.806,10.667
2458234.4939236110,14.180,14.276,13.872,14.405,14.912,10.687
2458234.4942708332,14.227,14.281,13.848,14.386,14.907,10.657
2458234.4946064814,14.217,14.292,13.856,14.419,14.836,10.690
2458234.4949421296,14.210,14.308,13.856,14.397,14.855,10.721
2458234.4952777778,14.214,14.320,13.834,14.377,14.918,10.697
2458234.4956134260,14.186,14.284,13.869,14.410,14.889,10.687
2458234.4959490737,14.173,14.280,13.875,14.380,14.951,10.692
2458234.4962847219,14.193,14.320,13.870,14.355,14.896,10.698
2458234.4966319441,14.195,14.303,13.868,14.443,14.791,10.705
2458234.4969675923,14.218,14.281,13.834,14.412,14.921,10.710
2458234.4973032405,14.197,14.308,13.853,14.440,14.822,10.687
2458234.4976388887,14.209,14.301,13.850,14.377,14.915,10.710
2458234.4979745368,14.152,14.311,13.857,14.452,14.873,10.701
2458234.4983217590,14.167,14.283,13.874,14.412,14.907,10.722
2458234.4986574072,14.191,14.299,13.851,14.408,14.903,10.704
2458234.4989930554,14.174,14.275,13.875,14.458,14.837,10.708
2458234.4993402776,14.145,14.305,13.868,14.453,14.866,10.700
2458234.4996643518,14.210,14.332,13.862,14.398,14.799,10.715
2458234.5000000000,14.196,14.287,13.839,14.405,14.950,10.721
2458234.5003472222,14.190,14.317,13.877,14.364,14.874,10.723
2458234.5006828704,14.212,14.328,13.850,14.406,14.819,10.715
2458234.5010300926,14.224,14.287,13.841,14.405,14.889,10.727
2458234.5013657408,14.160,14.327,13.807,14.524,14.858,10.720
2458234.5017013885,14.212,14.312,13.829,14.460,14.818,10.736
2458234.5020370367,14.218,14.336,13.820,14.376,14.920,10.724
2458234.5023726849,14.200,14.303,13.831,14.509,14.785,10.715
2458234.5027083331,14.187,14.308,13.826,14.419,14.942,10.722
2458234.5030555553,14.181,14.305,13.882,14.373,14.885,10.707
2458234.5034027775,14.202,14.306,13.826,14.399,14.949,10.717
2458234.5037384257,14.201,14.291,13.862,14.398,14.881,10.727
2458234.5040856479,14.203,14.347,13.829,14.406,14.858,10.727
2458234.5044328701,14.181,14.304,13.832,14.454,14.892,10.738
2458234.5047685183,14.175,14.317,13.861,14.439,14.828,10.718
2458234.5051157405,14.212,14.327,13.825,14.432,14.846,10.726
2458234.5054513887,14.214,14.323,13.838,14.402,14.861,10.725
2458234.5057986109,14.194,14.305,13.830,14.412,14.934,10.722
2458234.5061458331,14.193,14.331,13.795,14.434,14.956,10.720
2458234.5064814813,14.195,14.299,13.844,14.383,14.954,10.720
2458234.5068171294,14.145,14.332,13.831,14.429,14.956,10.737
2458234.5071527776,14.229,14.283,13.837,14.414,14.884,10.741
2458234.5074884258,14.171,14.354,13.873,14.386,14.825,10.739
2458234.5078240740,14.203,14.276,13.896,14.415,14.795,10.748
2458234.5081597222,14.188,14.313,13.881,14.358,14.885,10.745
2458234.5085069444,14.263,14.301,13.851,14.387,14.800,10.737
2458234.5088425926,14.219,14.324,13.806,14.435,14.881,10.750
2458234.5091782408,14.184,14.361,13.831,14.422,14.842,10.721
2458234.5095138885,14.223,14.345,13.866,14.376,14.781,10.747
2458234.5098495367,14.191,14.307,13.842,14.413,14.902,10.731
2458234.5101851849,14.243,14.311,13.844,14.353,14.889,10.748
2458234.5105208331,14.198,14.313,13.836,14.441,14.852,10.759
2458234.5108680553,14.207,14.334,13.832,14.428,14.832,10.743
2458234.5112152775,14.213,14.287,13.866,14.384,14.878,10.756
2458234.5115509257,14.200,14.313,13.861,14.396,14.854,10.747
2458234.5118981479,14.193,14.252,13.852,14.448,14.917,10.767
2458234.5122337961,14.197,14.288,13.850,14.409,14.908,10.745
2458234.5125694443,14.197,14.311,13.866,14.422,14.810,10.774
2458234.5129050924,14.204,14.300,13.837,14.455,14.841,10.728
2458234.5132407406,14.180,14.341,13.847,14.421,14.840,10.740
2458234.5135763888,14.169,14.312,13.837,14.448,14.896,10.737
2458234.5139236110,14.227,14.315,13.850,14.378,14.856,10.731
2458234.5142592592,14.195,14.358,13.822,14.428,14.839,10.731
2458234.5146064814,14.154,14.332,13.880,14.420,14.826,10.746
2458234.5149537036,14.231,14.276,13.892,14.414,14.759,10.756
2458234.5152893518,14.150,14.265,13.892,14.421,14.914,10.749
2458234.5156250000,14.190,14.304,13.872,14.412,14.835,10.757
2458234.5159606482,14.169,14.306,13.834,14.418,14.961,10.751
2458234.5162962959,14.201,14.293,13.815,14.455,14.914,10.766
2458234.5166435186,14.231,14.320,13.826,14.408,14.857,10.775
2458234.5169907408,14.212,14.323,13.812,14.410,14.922,10.773
2458234.5173263885,14.228,14.337,13.827,14.390,14.859,10.752
2458234.5176736112,14.198,14.289,13.856,14.446,14.836,10.768
2458234.5180092589,14.214,14.343,13.852,14.373,14.838,10.756
2458234.5183449071,14.178,14.315,13.897,14.364,14.851,10.764
2458234.5186689813,14.158,14.326,13.825,14.472,14.890,10.749
2458234.5190046295,14.225,14.233,13.856,14.423,14.917,10.767
2458234.5193518517,14.226,14.289,13.877,14.431,14.757,10.749
2458234.5196990739,14.199,14.303,13.848,14.418,14.869,10.744
2458234.5200347221,14.210,14.292,13.861,14.411,14.847,10.780
2458234.5203703702,14.158,14.265,13.910,14.385,14.911,10.770
2458234.5207060184,14.208,14.271,13.872,14.389,14.892,10.743
2458234.5210416666,14.224,14.274,13.866,14.424,14.821,10.744
2458234.5213773148,14.182,14.344,13.844,14.390,14.886,10.763
2458234.5217129630,14.186,14.333,13.872,14.384,14.837,10.778
2458234.5220486107,14.215,14.262,13.856,14.432,14.868,10.754
2458234.5223842589,14.201,14.297,13.866,14.410,14.845,10.753
2458234.5227199071,14.219,14.307,13.874,14.360,14.853,10.792
2458234.5230555553,14.236,14.272,13.874,14.380,14.850,10.767
2458234.5233912035,14.193,14.293,13.889,14.397,14.829,10.776
2458234.5237384257,14.235,14.255,13.869,14.393,14.873,10.748
2458234.5240740739,14.193,14.324,13.836,14.409,14.891,10.749
2458234.5244212961,14.193,14.308,13.860,14.426,14.830,10.767
2458234.5247685183,14.190,14.293,13.871,14.367,14.925,10.791
2458234.5251041665,14.177,14.317,13.885,14.386,14.845,10.793
2458234.5254861112,14.192,14.289,13.860,14.378,14.941,10.792
2458234.5258333334,14.192,14.336,13.853,14.433,14.796,10.782
2458234.5261805556,14.244,14.286,13.863,14.348,14.889,10.783
2458234.5265162038,14.178,14.263,13.873,14.435,14.892,10.764
2458234.5268518515,14.192,14.268,13.863,14.405,14.929,10.762
2458234.5271874997,14.202,14.315,13.861,14.395,14.848,10.773
2458234.5275231479,14.226,14.260,13.862,14.374,14.932,10.747
2458234.5278587961,14.222,14.252,13.882,14.360,14.923,10.770
2458234.5281944443,14.243,14.224,13.873,14.434,14.842,10.795
2458234.5285416665,14.222,14.279,13.858,14.385,14.895,10.756
2458234.5288773146,14.226,14.324,13.878,14.355,14.812,10.785
2458234.5292129628,14.164,14.310,13.876,14.377,14.918,10.770
2458234.5295486110,14.170,14.284,13.881,14.369,14.952,10.776
2458234.5298842592,14.199,14.309,13.849,14.415,14.862,10.782
2458234.5302199074,14.180,14.259,13.886,14.398,14.917,10.792
2458234.5305671296,14.217,14.301,13.846,14.368,14.926,10.772
2458234.5311342590,14.149,14.321,13.856,14.433,14.891,10.799
2458234.5314814812,14.201,14.279,13.895,14.318,14.955,10.793
2458234.5318171293,14.154,14.303,13.863,14.416,14.923,10.785
2458234.5321527775,14.195,14.301,13.862,14.372,14.918,10.778
2458234.5324999997,14.109,14.342,13.836,14.432,14.997,10.778
2458234.5328472219,14.190,14.322,13.825,14.384,14.974,10.775
2458234.5331828701,14.192,14.289,13.870,14.412,14.861,10.792
2458234.5335185183,14.179,14.302,13.892,14.346,14.913,10.806
2458234.5338541665,14.212,14.283,13.864,14.392,14.880,10.793
2458234.5341898147,14.146,14.273,13.876,14.375,15.032,10.779
2458234.5345254629,14.186,14.315,13.868,14.389,14.870,10.787
2458234.5348611111,14.175,14.286,13.851,14.398,14.971,10.784
2458234.5351967593,14.121,14.347,13.883,14.402,14.885,10.793
2458234.5355324075,14.198,14.297,13.869,14.356,14.930,10.804
2458234.5358796297,14.125,14.365,13.840,14.447,14.888,10.808
2458234.5362152774,14.182,14.327,13.844,14.355,14.976,10.792
2458234.5365625001,14.193,14.304,13.869,14.404,14.848,10.782
2458234.5368981478,14.207,14.269,13.888,14.392,14.854,10.802
2458234.5372453700,14.181,14.299,13.867,14.421,14.859,10.792
2458234.5375810182,14.183,14.338,13.832,14.399,14.914,10.792
2458234.5379282404,14.213,14.285,13.864,14.408,14.850,10.764
2458234.5382754626,14.195,14.283,13.801,14.502,14.913,10.768
2458234.5386226852,14.186,14.273,13.869,14.405,14.913,10.772
2458234.5389699074,14.196,14.298,13.867,14.413,14.843,10.786
2458234.5393055552,14.197,14.251,13.886,14.379,14.931,10.793
2458234.5396296293,14.172,14.290,13.882,14.420,14.854,10.799
2458234.5399768515,14.214,14.321,13.846,14.402,14.843,10.779
2458234.5403124997,14.177,14.303,13.863,14.366,14.958,10.780
2458234.5406481479,14.155,14.308,13.860,14.403,14.942,10.806
2458234.5409953701,14.208,14.269,13.871,14.392,14.893,10.776
2458234.5413310183,14.197,14.301,13.846,14.437,14.855,10.812
2458234.5416550925,14.239,14.313,13.842,14.353,14.899,10.782
2458234.5420023147,14.224,14.272,13.829,14.416,14.931,10.802
2458234.5423263889,14.195,14.289,13.863,14.431,14.845,10.803
2458234.5426736111,14.226,14.278,13.875,14.387,14.844,10.788
2458234.5430092593,14.165,14.309,13.842,14.445,14.900,10.793
2458234.5433449075,14.232,14.348,13.816,14.381,14.877,10.781
2458234.5436805552,14.210,14.345,13.848,14.388,14.827,10.797
2458234.5440277774,14.163,14.299,13.852,14.452,14.886,10.798
2458234.5443750001,14.174,14.298,13.855,14.438,14.877,10.790
2458234.5447106478,14.248,14.318,13.782,14.411,14.945,10.796
2458234.5450578700,14.184,14.313,13.836,14.449,14.867,10.777
2458234.5453935182,14.186,14.271,13.869,14.411,14.907,10.759
2458234.5457523149,14.180,14.264,13.856,14.413,14.966,10.765
2458234.5460879626,14.112,14.272,13.871,14.489,14.929,10.756
2458234.5464351852,14.141,14.290,13.860,14.484,14.876,10.749
2458234.5467824074,14.113,14.269,13.877,14.470,14.946,10.781
2458234.5471180552,14.178,14.289,13.868,14.394,14.921,10.748
2458234.5474652778,14.155,14.302,13.840,14.483,14.879,10.755
2458234.5478009256,14.117,14.393,13.839,14.475,14.824,10.775
2458234.5481365738,14.196,14.313,13.870,14.354,14.904,10.757
2458234.5484722219,14.140,14.301,13.829,14.491,14.931,10.727
2458234.5488078701,14.200,14.307,13.874,14.372,14.868,10.737
2458234.5491550923,14.163,14.359,13.856,14.374,14.894,10.762
2458234.5494907405,14.210,14.308,13.881,14.364,14.844,10.737
2458234.5498263887,14.168,14.324,13.900,14.376,14.831,10.753
2458234.5501736109,14.149,14.283,13.908,14.386,14.901,10.747
2458234.5504976851,14.161,14.319,13.914,14.360,14.843,10.760
2458234.5508333333,14.184,14.306,13.896,14.367,14.851,10.756
2458234.5511805555,14.204,14.293,13.869,14.378,14.888,10.702
2458234.5515277777,14.203,14.282,13.871,14.397,14.874,10.729
2458234.5518749999,14.162,14.314,13.866,14.422,14.870,10.729
2458234.5522222221,14.207,14.268,13.889,14.370,14.887,10.697
2458234.5525694443,14.172,14.293,13.901,14.395,14.843,10.729
2458234.5529050925,14.201,14.300,13.875,14.361,14.892,10.694
2458234.5532523147,14.187,14.327,13.887,14.359,14.847,10.722
2458234.5535879629,14.149,14.324,13.858,14.400,14.936,10.689
2458234.5539351851,14.195,14.323,13.881,14.393,14.803,10.697
2458234.5542708333,14.188,14.345,13.849,14.377,14.882,10.703
2458234.5546180555,14.189,14.284,13.879,14.362,14.932,10.659
2458234.5549537037,14.215,14.272,13.871,14.356,14.934,10.680
2458234.5552893518,14.162,14.324,13.875,14.385,14.887,10.674
2458234.5556250000,14.231,14.277,13.893,14.377,14.809,10.672
2458234.5559722222,14.181,14.314,13.862,14.387,14.898,10.668
2458234.5563194444,14.210,14.330,13.859,14.381,14.834,10.641
2458234.5566550926,14.174,14.316,13.847,14.424,14.890,10.607
2458234.5570023148,14.184,14.300,13.853,14.415,14.895,10.628
2458234.5573495370,14.181,14.323,13.860,14.420,14.837,10.647
2458234.5576851852,14.167,14.304,13.870,14.417,14.873,10.621
2458234.5580208329,14.155,14.301,13.876,14.370,14.966,10.588
2458234.5583680556,14.188,14.294,13.866,14.389,14.906,10.601
2458234.5587037033,14.200,14.268,13.870,14.426,14.862,10.619
2458234.5590393515,14.178,14.259,13.873,14.399,14.954,10.606
2458234.5593865737,14.209,14.275,13.862,14.417,14.867,10.562
2458234.5597222219,14.158,14.354,13.889,14.363,14.847,10.574
2458234.5600694441,14.237,14.218,13.815,14.481,14.949,10.521
2458234.5604166663,14.219,14.293,13.827,14.409,14.919,10.533
2458234.5607523145,14.237,14.311,13.831,14.407,14.850,10.556
2458234.5610995367,14.184,14.280,13.870,14.432,14.860,10.546
2458234.5614467589,14.165,14.278,13.862,14.413,14.952,10.524
2458234.5617824071,14.226,14.283,13.879,14.374,14.846,10.515
2458234.5621064813,14.202,14.307,13.851,14.420,14.850,10.528
2458234.5624537035,14.216,14.272,13.827,14.418,14.952,10.526
2458234.5627893517,14.190,14.260,13.841,14.409,15.000,10.527
2458234.5631249999,14.197,14.308,13.858,14.366,14.923,10.525
2458234.5634722221,14.188,14.299,13.848,14.414,14.905,10.499
2458234.5638078703,14.177,14.317,13.847,14.371,14.967,10.503
2458234.5641435185,14.235,14.259,13.806,14.445,14.953,10.488
2458234.5644791666,14.179,14.339,13.846,14.378,14.916,10.476
2458234.5648263888,14.208,14.291,13.833,14.402,14.938,10.475
2458234.5651620370,14.182,14.293,13.843,14.385,14.990,10.464
2458234.5655092592,14.142,14.320,13.874,14.366,14.972,10.467
