 51158.4164700     50819.000     -0.0022293872
 51158.4165400     50819.000     -0.0021593872
 51158.6505000     50819.500     -0.0076973193
 51158.6523000     50819.500     -0.0058973193
 51158.6546000     50819.500     -0.0035973193
 51177.5755100     50859.000     -0.0030239588
 51177.5757000     50859.000     -0.0028339588
 51177.5757900     50859.000     -0.0027439588
 51183.3243500     50871.000     -0.0021343433
 51183.3246000     50871.000     -0.0018843433
 51183.3261100     50871.000     -0.0003743433
 51200.5677700     50907.000     -0.0025655288
 51200.5677900     50907.000     -0.0025455288
 51200.5682000     50907.000     -0.0021355288
 51203.4418400     50913.000     -0.0024707316
 51203.4418700     50913.000     -0.0024407316
 51203.4420600     50913.000     -0.0022507316
 51237.4496000     50984.000     -0.0034174031
 51237.4508000     50984.000     -0.0022174031
 51250.3832500     51010.500     -0.0026558123
 51250.3836800     51010.500     -0.0022258123
 51250.3838000     51010.500     -0.0021058123
 51254.6945000     51019.500     -0.0023686538
 51256.3719000     51023.000     -0.0014542035
 51256.3734000     51023.000     +0.0000457965
 51273.3753800     51058.500     -0.0023276688
 51273.3757000     51058.500     -0.0020076688
 51274.3333400     51060.500     -0.0023594142
 51274.3335700     51060.500     -0.0021294142
 51274.3342100     51060.500     -0.0014894142
 51278.4104000     51069.000     +0.0032356635
 51278.4118000     51069.000     +0.0046356635
 51278.4121000     51069.000     +0.0049356635
 51317.4160000     51150.500     -0.0293281468
 51572.7472000     51682.500     -0.0029357412
 51625.9173000     51793.000     -0.0013805001
 51630.7074000     51803.000     -0.0012395212
 51919.5421000     52405.000     -0.0010755195
 51919.5428300     52405.000     -0.0003455195
 51999.5313000     52572.000     -0.0041957126
 52251.4842000     53097.000     -0.0031614346
 52278.5530000     53153.000     +0.0023672797
 52311.3600000     53221.500     -0.0018557637
 52311.6028000     53222.000     +0.0014462578
 52322.3777000     53244.500     -0.0010628120
 52322.6132000     53245.000     -0.0050607919
 52351.3539000     53305.000     -0.0041184096
 52351.5951000     53305.500     -0.0024163897
 52368.3594000     53340.500     -0.0029750663
 52376.5033000     53357.500     -0.0020064411
 52559.9583000     53739.500     -0.0024630720
 52608.8173000     53841.500     -0.0010530944
 52613.1307000     53850.500     +0.0013830610
 52622.3090000     53869.500     +0.0787593777
 52693.5986000     54018.000     -0.0020424802
 52694.5580000     54020.000     -0.0006344598
 52695.5155000     54022.000     -0.0011264396
 52697.4310000     54026.000     -0.0016103988
 52697.6320000     54026.500     -0.0401083931
 52706.5325000     54045.000     -0.0010342134
 52707.2102000     54046.500     -0.0418281995
 52726.1693000     54086.000     -0.0030698631
 52979.5560000     54614.000     -0.0052549464
 52985.3053000     54626.000     -0.0039071066
 53082.5425000     54828.500     -0.0028984956
 53096.4334000     54857.500     -0.0028831359
 53112.2409000     54890.500     -0.0022519048
 53328.2676000     55340.500     -0.0027623567
 53372.8148000     55433.500     -0.0021944051
 53399.6394000     55489.500     -0.0013730060
 53405.8661000     55502.500     -0.0016216280
 53434.1254000     55561.000     -0.0030883488
 53461.4292000     55618.000     -0.0020632844
 53501.6629000     55702.000     -0.0040318434
 53683.1991000     56080.000     -0.0073394842
 53817.8032000     56360.500     -0.0011367435
 53818.0377000     56361.000     -0.0061347848
 53833.3711000     56393.000     -0.0006094259
 53834.3295000     56395.000     -0.0002015918
 53848.4569200     56424.500     -0.0031660649
 54076.9392000     56900.500     -0.0020223885
 54173.6989000     57102.000     +0.0004641827
 54192.3796000     57141.000     +0.0003158196
 54197.4085000     57151.500     -0.0002433659
 54442.8964000     57663.000     +0.0021439695
 54521.4501400     57827.000     +0.0005175916
 54521.4503400     57827.000     +0.0007175916
 54521.4503400     57827.000     +0.0007175916
 54556.4186000     57899.500     +0.0022595213
 54594.5000000     57979.000     +0.0034660652
 54842.8569000     58496.500     +0.0008597238
 54906.0877000     58628.500     +0.0041654606
 54922.3724000     58662.500     +0.0029956155
 54922.6131000     58663.000     +0.0041975288
 55166.9030000     59172.000     +0.0060448786
 55187.2580000     59214.500     +0.0037066536
 55201.8690000     59244.500     +0.0053229646
 55213.3687000     59268.500     +0.0091142601
 55232.2838000     59308.000     +0.0038644689
 55278.5124000     59404.500     +0.0093311743
 55314.4367000     59479.500     +0.0089159253
 55476.5731000     59817.000     +0.0050988800
 55481.5991000     59827.500     +0.0016385883
 55520.8786000     59909.500     +0.0034485379
 55583.8697000     60040.500     +0.0065453102
 55630.3319000     60137.500     +0.0061111152
 55643.5030000     60165.000     +0.0048147545
 55656.6768000     60192.500     +0.0062183650
 55674.3998000     60229.500     +0.0063577213
 55937.8468000     60778.500     +0.0054234408
 56004.4285000     60917.000     +0.0066437679
 56021.6725000     60953.000     +0.0067783304
 56028.3765000     60967.000     +0.0048306463
 56357.6878000     61653.000     +0.0061911478
 56408.4636000     61759.000     +0.0083841385
 56408.4636000     61759.000     +0.0083841385
 56670.9534000     62306.000     +0.0082094004
 56671.1889000     62306.500     +0.0042112419
 56673.1046000     62310.500     +0.0039259769
 56723.3976000     62415.000     +0.0023128609
 56745.4325000     62461.000     +0.0033820771
 56757.4093000     62486.000     +0.0052740076
 57427.7635000     63883.000     +0.0040827324
