2454985.466	0
2455004.107	0.0290384
2455022.72	0.0300768
2455041.329	0.0271152
2455059.936	0.0221536
2455078.553	0.027192
2455097.169	0.03084726
2455115.84	0.0902688
2455134.392	0.0303072
2455152.992	0.0183456
2455171.611	0.025384
2455190.207	0.0094224
2455208.824	0.0144608
2455227.43	0.00895536
2455246.056	0.0225376
2455264.672	0.026576
2455283.281	0.0236144
2455301.894	0.02474219
2455320.491	0.0096912
2455339.114	0.0207296
2455357.716	0.01123965
2455376.347	0.0298064
2455394.951	0.02231884
2455413.57	0.0288832
2455432.219	0.06634354
2455450.79	0.02496
2455469.401	0.0239984
2455488.023	0.03353905
2455506.628	0.0270752
2455525.236	0.02297462
2455543.856	0.031152
2455581.066	0.0172288
2455599.684	0.0232672
2455618.297	0.0243056
2455655.529	0.0323824
2455674.144	0.0354208
2455692.74	0.0194592
2455711.352	0.0194976
2455729.972	0.027536
2455748.58	0.02376653
2455767.197	0.0286128
2455785.801	0.0206512
2455823.026	0.021728
2455841.643	0.0267664
2455860.24	0.01152877
2455878.866	0.0258432
2455897.484	0.0318816
2455916.098	0.03392
2455934.702	0.02617789
2455953.331	0.0429968
2455971.921	0.0210352
2455990.538	0.0260736
2456009.152	0.028112
2456027.77	0.0341504
2456046.378	0.0301888
2456064.981	0.0212272
2456083.579	0.00732351
2456102.216	0.03222559
2456120.813	0.01685967
2456139.443	0.0353808
2456158.051	0.0314192
2456176.651	0.0194576
2456195.268	0.024496
2456213.883	0.0275344
2456232.502	0.0345728
2456269.719	0.0276496
2456288.337	0.033688
2456306.937	0.02202011
2456325.544	0.0167648
