7426.5;-0.003427037;51150.5072
7426.5;-0.001727037;51150.5089
7426.5;-0.000627037;51150.51
7443;0.002144222;51158.4162
7443;0.002414222;51158.41647
7443;0.002484222;51158.41654
7443.5;-0.003053619;51158.6505
7443.5;-0.001253619;51158.6523
7443.5;0.001046381;51158.6546
7483;0.001626971;51177.57551
7483;0.001816971;51177.5757
7483;0.001906971;51177.57579
7495;0.002518795;51183.32435
7495;0.002768795;51183.3246
7495;0.004278795;51183.32611
7531;0.002094269;51200.56777
7531;0.002114269;51200.56779
7531;0.002524269;51200.5682
7537;0.002190181;51203.44184
7537;0.002220181;51203.44187
7537;0.002410181;51203.44206
7608;0.00125681;51237.4496
7608;0.00245681;51237.4508
7635;0.002023416;51250.38325
7635;0.002453416;51250.38368
7635;0.002573416;51250.38380
7644;0.002312284;51254.6945
7647.5;0.0032274;51256.3719
7647.5;0.0047274;51256.3734
7683;0.002360714;51273.37538
7683;0.002680714;51273.3757
7685;0.002329352;51274.33334
7685;0.002559352;51274.33357
7685;0.003199352;51274.33421
7693.5;0.007926061;51278.4104
7693.5;0.009326061;51278.4118
7693.5;0.009626061;51278.4121
7775;-0.024621964;51317.416
8308;0.001879913;51572.7472
8419;0.003459291;51625.9173
8429;0.003602478;51630.7074
9032;0.003906665;51919.5421
9032;0.004636665;51919.54283
9199;0.000827891;51999.5313
9725;0.001999537;52251.4842
9781.5;0.007543545;52278.553
9850;0.003339377;52311.36
9850.5;0.006641537;52311.6028
9873;0.004138708;52322.3777
9873.5;0.000140867;52322.6132
9933.5;0.00109999;52351.3539
9934;0.00280215;52351.5951
9969;0.002253305;52368.3594
9986;0.003226723;52376.5033
10369;0.002880792;52559.9583
10471;0.004321301;52608.8173
10480;0.00676017;52613.1307
10499;0.084142226;52622.309
10648;0.003385715;52693.5986
10650;0.004794352;52694.558
10652;0.004302989;52695.5155
10656;0.003820264;52697.431
10656.5;-0.034677576;52697.632
10675;0.00440232;52706.5325
10676.5;-0.036391202;52707.2102
10716;0.002379387;52726.1693
11245;0.00036399;52979.556
11257;0.001715814;52985.3053
11460;0.002792514;53082.5425
11489;0.002817757;53096.4334
11522;0.003460275;53112.2409
11973;0.003108017;53328.2676
12066;0.003709657;53372.8148
12122;0.004551506;53399.6394
12135;0.004307649;53405.8661
12194;0.002862453;53434.1254
12251;0.00390862;53461.4292
12335;0.001971393;53501.6629
12714;-0.001191813;53683.1991
12995;0.005121747;53817.8032
12995.5;0.000123906;53818.0377
13027.5;0.005662105;53833.3711
13029.5;0.006070743;53834.3295
13059;0.003118145;53848.45692
13536;0.004458174;54076.9392
13738;0.007030555;54173.6989
13777;0.006898985;54192.3796
13787.5;0.006344331;54197.4085
14300;0.008957675;54442.8964
14464;0.007405944;54521.45014
14464;0.007605944;54521.45034
14464;0.007605944;54521.45034
14537;0.009181211;54556.4186
14616.5;0.010424549;54594.5
15135;0.008063804;54842.8569
15267;0.011433875;54906.0877
15301;0.010280712;54922.3724
15301.5;0.011482871;54922.6131
15811.5;0.013585418;55166.903
15854;0.011268963;55187.258
15884.5;0.012900684;55201.869
15908.5;0.016704333;55213.3687
15948;0.011474923;55232.2838
16044.5;0.016991679;55278.5124
16119.5;0.016615583;55314.4367
16458;0.012977469;55476.5731
16468.5;0.009522816;55481.5991
16550.5;0.011376951;55520.8786
16682;0.014544862;55583.8697
16779;0.014163778;55630.3319
16806.5;0.012882542;55643.503
16834;0.014301307;55656.6768
16871;0.0144611;55674.3998
17421;0.013836395;55937.8468
17560;0.015136697;56004.4285
17596;0.015292171;56021.6725
17610;0.013352633;56028.3765
18297.5;0.015121752;56357.6878
18403.5;0.017379536;56408.4636
18403.5;0.017379536;56408.4636
18951.5;0.017546194;56670.9534
18952;0.013548353;56671.1889
18956;0.013265628;56673.1046
19061;0.011719093;56723.3976
19107;0.012817754;56745.4325
19132;0.014725722;56757.4093
20531.5;0.014469769;57427.7635
